text,label_sexist
"['excuse', 'but', 'to', 'be', 'woman', 'what', 'be', 'need', 'be', 'the', 'vagina', 'and', 'we', 'already', 'have', 'it', 'dream', 'be', 'something', 'apart', 'and', 'before']",0
"['_magnetism', 'i', 'think', 'you', 'lose', 'the', 'point', 'the', 'aim', 'of', 'feminism', 'be', 'to', 'seek', 'gender', 'equality', 'in', 'attack']",0
"['why', 'do', 'they', 'write', 'thing', 'like', 'woman', 'should', 'not', 'think', 'about', 'football', 'or', 'other', 'sport', 'and', 'blow', 'job', 'like', 'that']",1
"['dennis_saurio', 'nonaino_nai', 'beamacu', 'airun_', 'cuetos', 'beranturiano', 'ireneortuno', 'salamupone', 'terpdlm']",0
"['today', 'wait', 'for', 'the', 'victory', 'it', 'be', 'the', 'fire', 'that', 'destroys', 'unrecoverable', 'landscape', 'and', 'hate', 'the', 'many']",0
"['santicruz', 'bueno', 'a', 'girl', 'can', 'feel', 'it', 'so', 'deep', 'in', 'her', 'well', 'thats', 'your', 'musicsee']",1
"['juulisanchezx', 'the', 'other', 'day', 'i', 'saw', 'video', 'where', 'insist', 'lot', 'of', 'time', 'on', 'his', 'dancer', 'to', 'give', 'him', 'kiss']",1
"['they', 'be', 'in', 'the', 'st', 'century', 'if', 'be', 'prolife', 'be', 'have', 'judgment', 'and', 'be', 'proabortion', 'be', 'be', 'intellectual', 'which', 'you', 'believe', 'in', 'god']",0
"['small', 'introduction', 'you', 'be', 'only', 'woman', 'if', 'you', 'need', 'female', 'genitalia', 'because', 'because', 'you', 'socialise', 'like', 'woman']",0
"['another', 'crush', 'that', 'become', 'crunchnt', 'be', 'one', 'who', 'have', 'mobile', 'bus', 'conversation', 'with', 'colleague', 'and', 'say']",1
"['luis_endera', 'more', 'and', 'more', 'girly', 'endera', 'have', 'you', 'learn', 'nothing', 'from', 'sasha', 'do', 'you', 'think', 'sasha', 'take', 'out', 'her', 'mobile', 'phone']",1
"['krismisma', 'it', 'be', 'call', 'the', 'lack', 'of', 'responsibility', 'these', 'generation', 'have', 'brought', 'them', 'up', 'very', 'wrap', 'up', 'and', 'so', 'they', 'go']",1
"['ainhoa_superman', 'you', 'be', 'quite', 'right', 'a', 'most', 'of', 'the', 'time', 'woman', 'you', 'have', 'to', 'be', 'from', 'the', 'good', 'sense', 'of']",0
"['and', 'in', 'your', 'bad', 'day', 'i', 'will', 'want', 'you', 'even', 'more']",0
"['in', 'other', 'word', 'anelnoroña', 'literally', 'leaf', 'her', 'a', 'woman', 'of', 'the', 'gallant', 'life', 'in', 'the', 'joséjosé', 'series', 'of', 'telemund']",0
"['el_universal_mx', 'po', 'i', 'tell', 'you', 'that', 'it', 'be', 'not', 'necessary', 'to', 'be', 'woman', 'pair', 'of', 'egg', 'hang']",0
"['proyectogalgoar', 'diazmassarafide', 'fiore_cristina', 'i', 'love', 'feminist', 'when', 'they', 'say', 'that', 'woman', 'be', 'all', 'b']",1
"['jdsaezcl', 'nenaza', 'if', 'man', 'and', 'knock']",1
"['szczurivo', 'if', 'for', 'it', 'be', 'moral', 'matter', 'i', 'know', 'the', 'band', 'of', 'people', 'of', 'that', 'age', 'and', 'none', 'of', 'them', 'listen', 'to', 'them']",1
"['i', 'need', 'it', 'to', 'be', 'cold', 'now', 'and', 'i', 'need', 'to', 'go', 'out', 'and', 'walk', 'around', 'bilbao', 'in', 'the', 'even', 'and', 'see', 'christmas', 'light', 'like', 'little', 'girl']",0
"['sabrina', 'miguelcanal', 'and', 'what', 'you', 'be', 'go', 'to', 'talk', 'about', 'girly', 'be', 'journalist', 'who', 'be', 'commit', 'to', 'inform', 'the']",0
"['i', 'love', 'the', 'bio', 'of', 'oscarbb', 'because', 'it', 'perfectly', 'detail', 'the', 'cement', 'lobster', 'that', 'be']",1
"['the', 'country', 'that', 'be', 'lead', 'in', 'donation', 'and', 'transplant', 'for', 'year', 'in', 'row', 'the', 'thirteenth', 'world', 'power', 'in', 'gdp', 'the']",0
"['celesmonaco', 'terribly', 'obvious', 'if', 'i', 'fall', 'for', 'the', 'role', 'if', 'superpowerful', 'overcome', 'marimacho', 'and', 'reexposed']",0
"['and', 'this', 'be', 'why', 'even', 'with', 'my', 'mother', 'food', 'in', 'the', 'fridge', 'i', 'be', 'so', 'lazy', 'to', 'have', 'to', 'go', 'out', 'into', 'the', 'kitchen']",0
"['i', 'be', 'angry', 'to', 'watch', 'tv', 'because', 'in', 'any', 'film', 'or', 'series', 'i', 'hear', 'thing', 'like', 'girly', 'you', 'do', 'whatever', 'a', 'non']",1
"['unaiexy', 'akihocdm', 'armin__cdm', 'ambercdm', 'sexynathcdm', 'ohfuckcastiel', 'lysthefarmboy', 'dolio', 'i', 'have', 'little']",0
"['micarterameodia', 'mtxape', 'montielluque', 'lorenzoamor_ata', 'autonomosata', 'vox_es', 'in', 'their', 'programme', 'they', 'propose', 'to', 'repeal', 'the']",0
"['evil', 'residence', 'series', 'of', 'film', 'that', 'deal', 'with', 'how', 'revolutionary', 'communist', 'woman', 'try', 'to', 'wipe', 'out']",0
"['luisdiego', 'you', 'be', 'impel', 'in', 'this', 'medium', 'to', 'make', 'see', 'how', 'villain', 'i', 'have', 'make', 'woman', 'i', 'be', 'who', 'i', 'be', 'in', 'fact']",0
"['i', 'be', 'use', 'to', 'reading', 'your', 'dream', 'the', 'woman', 'behind', 'the', 'wheel', 'say', 'i', 'know', 'your', 'wish', 'be', 'more', 'secret']",0
"['imxwanchester', 'profanen', 'some', 'mojigate', 'do', 'this', 'show', 'his', 'heart', 'it', 'be', 'my', 'body', 'and', 'it', 'be', 'my', 'decision']",0
"['my', 'sister', 'and', 'mother', 'make', 'fun', 'of', 'for', 'defend', 'everyones', 'right', 'all', 'the', 'time', 'and', 'i', 'have', 'just', 'be', 'told', 'that', 'i', 'be', 'full', 'of', 'it']",1
"['desireelugo', 'once', 'i', 'met', 'girl', 'and', 'one', 'saturday', 'she', 'come', 'home', 'we', 'start', 'with', 'foreplay', 'and', 'start', 'to']",0
"['an', 'angry', 'taxi', 'driver', 'with', 'woman', 'on', 'bicycle', 'shout', 'at', 'her', 'woman', 'have', 'to', 'be', 'and', 'i', 'think', 'she', 'want', 'to', 'insult', 'her']",1
"['it', 'break', 'up', 'the', 'people', 'who', 'be', 'offend', 'because', 'you', 'ask', 'question', 'about', 'genuine', 'curiosity', 'but', 'it', 'be', 'mess']",1
"['in', 'your', 'bad', 'day', 'i', 'will', 'still', 'want', 'you', 'to', 'be', 'ill']",0
"['_tyler_x', 'what', 'have', 'you', 'do', 'to', 'be', 'girl']",1
"['my', 'first', 'reference', 'be', 'the', 'helen', 'show', 'and', 'i', 'do', 'not', 'know', 'that', 'there', 'be', 'other', 'people', 'like', 'and', 'they', 'call', 'marmacho', 'since', 'i', 'be']",0
"['the', 'right', 'continue', 'to', 'win', 'vote', 'in', 'the', 'world', 'for', 'people', 'like', 'dani', 'mateoagain', 'and', 'the', 'ridiculous', 'femininity', 'that', 'come', 'together']",1
"['current', 'in', 'the', 'air', 'serious', 'motorcyclist', 'after', 'the', 'crash', 'with', 'van', 'suspect', 'in', 'millionaire', 'cause']",0
"['salvame', 'of', 'course', 'it', 'do', 'not', 'seem', 'lie', 'to', 'you', 'that', 'tv', 'worker', 'be', 'out', 'because', 'they', 'do', 'not', 'like', 'it']",0
"['i', 'get', 'the', 'place', 'from', 'the', 'attic']",0
"['cayetanaat', 'byron', 'let', 'u', 'hope', 'that', 'lgbt', 'and', 'feminist', 'group', 'will', 'demonstrate', 'a', 'they', 'would', 'if', 'these']",0
"['lot', 'of', 'feminism', 'but', 'the', 'mine', 'in', 'the', 'pen', 'be', 'relish', 'with', 'the', 'song', 'that', 'denigrate', 'woman']",1
"['andreacrodz', 'do', 'you', 'just', 'want', 'him', 'for', 'the', 'money']",1
"['trans', 'woman', 'must', 'not', 'participate', 'because', 'she', 'operate', 'on', 'herself', 'say', 'the', 'girl', 'who', 'nose', 'surgery']",0
"['newpost', 'like', 'that', 'song', 'by', 'pocobas', 'bad', 'time', 'for', 'lyric', 'they', 'be', 'bad', 'time', 'for', 'be', 'woman']",0
"['beiiaindomite', 'i', 'understand', 'how', 'many', 'comment', 'of', 'abuse', 'i', 'read', 'if', 'you', 'really', 'know', 'what', 'it', 'be', 'to', 'abuse']",1
"['bbcmundo', 'she', 'be', 'trans', 'transform', 'woman', 'so', 'she', 'can', 'participate', 'if', 'she', 'be', 'one', 'of', 'those', 'who', 'say']",0
"['gabojium', 'i', 'change', 'my', 'clothes', 'i', 'go', 'out', 'in', 'the', 'bath', 'and', 'under', 'the', 'kitchen']",0
"['danielavila', 'ricardusdaniel', 'organically', 'they', 'be', 'men', 'but', 'legally', 'they', 'be', 'woman', 'and', 'that', 'be', 'why', 'mu', 'accepts', 'them']",0
"['have', 'see', 'the', 'weather', 'on', 'tele', 'i', 'be', 'in', 'doubt', 'about', 'it', 'in', 'the', 'interview', 'to', 'be', 'girl', 'of', 'the', 'time', 'just', 'like', 'an']",0
"['jowi_', 'i', 'fell', 'in', 'love', 'with', 'girl', 'they', 'cruelly', 'call', 'butter']",0
"['they', 'say', 'shakespeare', 'become', 'misogynist', 'because', 'of', 'disease', 'and', 'researcher', 'believe', 'that', 'his', 'hatred', 'of', 'woman', 'be']",0
"['i', 'be', 'starve', 'and', 'i', 'have', 'just', 'woken', 'up', 'but', 'i', 'do', 'not', 'think', 'go', 'to', 'the', 'kitchen', 'pq', 'be', 'my', 'old', 'lady', 'and', 'we', 'fight']",0
"['itsradiant', 'a', 'an', 'ar', 'seem', 'to', 'to', 'be', 'bloody', 'beast', 'a', 'person', 'i', 'do', 'not', 'know', 'the', 'vd']",0
"['gabymeza', 'she', 'be', 'clearly', 'jealous', 'because', 'i', 'be', 'sure', 'you', 'know', 'well', 'than', 'him', 'and', 'hey', 'ala', 'a', 'woman', 'will', 'know', 'well', 'than']",1
"['mr_axo', 'christianauna', 'and', 'this', 'be', 'the', 'place', 'with', 'the', 'green', 'hair', 'that', 'go', 'neither', 'forward', 'nor', 'backwards', 'soupstonts']",0
"['i', 'hate', 'woman', 'but', 'i', 'be', 'attract', 'to', 'sex']",1
"['i', 'do', 'not', 'care', 'about', 'the', 'proportion', 'the', 'measure', 'the', 'rhythm', 'of', 'the', 'ordinary', 'world', 'and', 'i', 'refuse', 'to', 'live', 'in', 'the', 'ordinary', 'world']",0
"['and', 'the', 'winner', 'be', 'the', 'little', 'girl', 'with', 'the', 'twilight', 'mesterche']",0
"['i', 'dislike', 'the', 'mojigata', 'people']",0
"['solvicman', 'god', 'i', 'be', 'afraid', 'of', 'femininistic', 'attack', 'but', 'i', 'think', 'it', 'be', 'encourage', 'that', 'someone', 'be', 'look', 'at', 'you', 'for']",1
"['iceinblackchick', 'want', 'you', 'to', 'tell', 'what', 'i', 'be', 'do', 'with', 'year', 'old', 'that', 'an', 'order', 'be', 'stay', 'in']",0
"['odisjoberg', 'she', 'be', 'girl', 'the', 'age', 'of', 'emeie', 'be', 'wonder', 'in', 'comparison', 'in', 'other', 'word', 'the', 'age', 'of', 'emeie']",0
"['the', 'red', 'lipstick', 'be', 'perfecto', 'which', 'look', 'like', 'whore', 'whose', 'skin', 'colour', 'be', 'not', 'go', 'whose', 'lip', 'be', 'so', 'small']",1
"['cesisera', 'karuvf', 'parialapsus', 'and', 'we', 'have', 'never', 'developed', 'violent', 'attitude', 'towards', 'men', 'and', 'woman']",1
"['woman', 'should', 'not', 'make', 'up']",1
"['but', 'i', 'can', 'not', 'go', 'to', 'the', 'kitchen', 'and', 'take', 'anything']",0
"['roberdacasa', 'hinchasxeneizes', 'even', 'if', 'it', 'be', 'later', 'that', 'i', 'have', 'eat', 'the', 'ville', 'bought', 'for', 'year', 'you', 'look', 'like', 'p']",1
"['kuervakk', 'mimimasmut', 'where', 'be', 'you', 'living']",0
"['pm', 'gon', 'be', 'we', 'go', 'to', 'the', 'same', 'gym', 'together', 'pm', 'cande', 'i', 'look', 'like', 'i', 'pm', 'gon', 'let', 'get', 'out', 'of', 'the']",0
"['woman', 'should', 'not', 'aspire', 'to', 'be', 'men', 'asterisk', 'which', 'be', 'brilliant', 'and', 'jokerlike', 'star']",0
"['blessed__', 'do', 'you', 'just', 'want', 'him', 'for', 'the', 'money']",1
"['elchiringuitov', 'the', 'myth', 'of', 'messi', 'won', 'out', 'of', 'the', 'last', 'league', 'in', 'the', 'gut', 'go', 'to', 'italy', 'to', 'defend', 'your', 'baby']",1
"['maneuvering', 'to', 'be', 'woman']",1
"['ilysbrenda', 'buy', 'life', 'local', 'one', 'lot', 'of', 'feminism', 'but', 'luck', 'it', 'through', 'the', 'street']",1
"['what', 'shame', 'and', 'disappointment', 'for', 'those', 'who', 'vote', 'for', 'her', 'and', 'those', 'who', 'longer', 'represent', 'her', 'to', 'be', 'woman', 'who', 'be', 'say', 'to', 'be']",0
"['matias', 'how', 'be', 'i', 'go', 'to', 'be', 'born', 'here', 'matias', 'how', 'be', 'i', 'go', 'to', 'be', 'born']",0
"['ghcommissioned', 'you', 'played', 'dirty', 'in', 'the', 'summary', 'of', 'divinity', 'if', 'you', 'have', 'see', 'how', 'miriam', 'come', 'into', 'the', 'kitchen', 'and', 'call', 'them']",0
"['and', 'in', 'your', 'bad', 'day', 'i', 'will', 'still', 'want', 'you', 'to', 'be', 'ill']",0
"['lot', 'of', 'feminism', 'lot', 'of', 'feminism', 'but', 'the', 'mental', 'health', 'of', 'her', 'student', 'to', 'hell', 'x']",1
"['polerizado', 'your', 'friend', 'candela', 'be', 'the', 'one', 'who', 'start', 'this', 'whole', 'thing', 'and', 'challenged', 'it', 'like', 'little', 'girl']",0
"['zuluagacamila', 'finally', 'good', 'news', 'please', 'some', 'reading', 'on', 'feminism', 'and', 'transfeminism', 'would', 'not', 'help', 'you']",0
"['alonso_dm', 'juancar', 'terrible', 'axiom', 'that', 'be', 'often', 'true']",1
"['and', 'when', 'you', 'be', 'in', 'your', 'bad', 'day', 'i', 'will', 'want', 'you', 'even', 'more']",0
"['sergio_r_', 'joanplanas', 'marinaapp', 'aver', 'wear', 'your', 'glass', 'that', 'if', 'you', 'have', 'them', 'next', 'to', 'you', 'it', 'be', 'criticism']",1
"['patriotic', 'social', 'movement', 'the', 'history', 'of', 'hatred', 'of', 'the', 'woman', 'of', 'the', 'neonazi', 'follower', 'of', 'josé', 'antonio', 'kast']",0
"['between', 'the', 'people', 'who', 'give', 'birth', 'to', 'you', 'in', 'your', 'darkest', 'day']",0
"['sergioanubarak', 'sergiolaca', 'mdemochuelo', 'dayoscript', 'of', 'course', 'painter', 'be', 'just', 'like', 'female', 'woman', 'who', 'believe', 'that', 'the', 'letter', 'discriminates', 'against', 'her']",1
"['youtube', 'your', 'mother', 'to', 'look', 'after', 'my', 'little', 'raymond', 'there', 'be', 'so', 'much', 'tear', 'up', 'that', 'then', 'she', 'want', 'to', 'catch', 'him']",1
"['gaerwenill', 'seriously']",1
"['kysucucac', 'woman', 'must', 'be', 'believe', 'yes', 'who', 'say', 'the', 'place', 'of', 'vicepresident', 'carmencalvo']",1
"['woman', 'participation', 'in', 'elect', 'political', 'representation', 'in', 'the', 'u', 'show', 'that', 'parity', 'be', 'cost']",0
"['the', 'bad', 'thing', 'be', 'when', 'you', 'say', 'you', 'be', 'very', 'pretty', 'you', 'would', 'whistle', 'on', 'the', 'street', 'first', 'you', 'be', 'gay', 'but', 'beautiful', 'then', 'in', 'the', 'golp']",1
"['super', 'passive', 'gay', 'faggot', 'may', 'be', 'in', 'male', 'position', 'the', 'female', 'the', 'same', 'applies', 'to', 'woman', 'or']",0
"['yesterday', 'at', 'the', 'ballroom', 'i', 'be', 'ask', 'these', 'feminist', 'make', 'you', 'femininazi', 'aaaaaaaaa', 'these', 'stupid', 'people']",1
"['salazar_octavio', 'elpaissemanal', 'carmencalvo_', 'to', 'see', 'the', 'vicepresidents', 'verbatim', 'phrase', 'woman', 'must']",0
"['this', 'happysaturday', 'i', 'want', 'to', 'dance', 'in', 'your', 'day', 'where', 'there', 'be', 'drought', 'watch', 'you', 'walk', 'around', 'wear', 'shirt', 'of', 'mine']",0
"['crlng', 'the', 'other', 'day', 'there', 'be', 'female', 'woman', 'talk', 'about', 'it', 'so', 'it', 'be', 'like', 'pornography', 'where', 'the', 'mine', 'show', 'the', 'face', 'of']",1
"['ireari', 'atreidespablo', 'puigdeminion', 'balkraix', 'bec_moon', 'you', 'be', 'delay', 'to', 'block', 'where', 'the', 'pussy', 'be']",1
"['what', 'joy', 'that', 'i', 'have', 'never', 'be', 'fan', 'of', 'that', 'girl', 'what', 'joy', 'ghviplimit', 'ghofficial']",0
"['gabyalcivar', 'x', 'that', 'woman', 'should', 'not', 'get', 'involve', 'in', 'football', 'if', 'you', 'be', 'talk', 'about', 'emelec', 'xq', 'name', 'it']",1
"['today', 'on', 'the', 'train', 'girl', 'of', 'who', 'do', 'not', 'see', 'last', 'night', 'ot', 'but', 'know', 'everything', 'that', 'go', 'on', 'a', 'tweezer', 'like', 'then', 'talk']",1
"['female', 'drive', 'danger', 'constant']",1
"['but', 'seriously', 'what', 'i', 'would', 'like', 'to', 'be', 'able', 'to', 'spend', 'more', 'time', 'on', 'music', 'art', 'film', 'and', 'write', 'do']",0
"['now', 'on', 'our', 'cover', 'special', 'incel', 'thats', 'how', 'they', 'be', 'i', 'hate', 'woman', 'needle', 'stretch', 'cream', 'implant']",0
"['silaennova', 'newtdt', 'my', 'mother', 'asks', 'if', 'there', 'be', 'go', 'to', 'be', 'more', 'advertising', 'and', 'how', 'long', 'it', 'will', 'last', 'to', 'find', 'out', 'if', 'she']",0
"['yesterday', 'at', 'family', 'meeting', 'in', 'the', 'middle', 'of', 'debate', 'with', 'girl', 'and', 'cousin', 'the', 'theme', 'of', 'feminazis', 'in', 'abortion', 'and', 'have']",1
"['cecijunomusicsino', 'fix', 'partner', 'and', 'they', 'walk', 'with', 'several', 'they', 'can', 'not', 'ask', 'for', 'the', 'man', 'to', 'have', 'the', 'vasotomy']",1
"['what', 'do', 'woman', 'want', 'today', 'apart', 'from', 'drug']",1
"['my', 'bad', 'mood', 'get', 'bad', 'when', 'someone', 'realises', 'that', 'i', 'be', 'in', 'bad', 'mood', 'and', 'asks', 'be', 'you', 'in', 'your', 'day']",1
"['the', 'evo', 'arrest', 'him', 'for', 'violently', 'defend', 'coca', 'crop', 'that', 'go', 'to', 'drug', 'traffic', 'and', 'galileo', 'arrest', 'him']",0
"['classic', 'shirt', 'oxford', 'sleeve', 'short']",0
"['the', 'baby', 'place', 'disappear', 'and', 'i', 'have', 'never', 'heard', 'of', 'it']",0
"['caritoporetti', 'maite', 'anerolb', 'this', 'be', 'the', 'only', 'thing', 'that', 'gender', 'mean', 'oppressive', 'imposition', 'impose', 'in', 'ba']",0
"['you', 'realise', 'that', 'you', 'be', 'more', 'child', 'when', 'on', 'your', 'day', 'off', 'instead', 'of', 'sleep', 'and', 'make', 'mess', 'you', 'start', 'to', 'sweep', 'away']",0
"['dimu', 'one', 'and', 'thousand', 'time', 'yes', 'by', 'mojigata', 'and', 'mackerel']",0
"['alexdehoyos', 'ale', 'i', 'hope', 'you', 'sleep', 'well', 'i', 'wish', 'you', 'well', 'in', 'your', 'day', 'and', 'night']",0
"['maucastilloa', 'nor', 'do', 'you', 'need', 'it', 'if', 'i', 'be', 'to', 'because', 'this', 'topic', 'be', 'very', 'woman', 'from', 'today', 'to']",0
"['alonso_dm', 'christmas', 'if', 'woman', 'should', 'not', 'leave', 'the', 'house', 'in', 'order', 'to', 'be', 'able', 'to', 'bear', 'child', 'after', 'child', 'sound', 'terrible']",1
"['religious', 'persecution', 'in', 'argentina', 'responds', 'to', 'the', 'definition', 'ideology', 'and', 'feminize', 'name', 'people', 'with', 'problem']",1
"['jazzistademamel', 'marianajassom', 'what', 'you', 'say', 'i', 'be', 'in', 'favour', 'of', 'life', 'what', 'you', 'be', 'really', 'say', 'i', 'hate']",1
[],1
"['unfortunately', 'give', 'the', 'lack', 'of', 'sensible', 'answer', 'to', 'your', 'question', 'we', 'can', 'say', 'without', 'hesitation', 'that', 'we', 'live', 'in']",0
"['i', 'be', 'go', 'to', 'wipe', 'their', 'life', 'by', 'make', 'this', 'an', 'igjajajajajaa', 'evi']",0
"['experiment', 'arise', 'in', 'the', 'leisure', 'of', 'the', 'table', 'present', 'be', 'alexa', 'mojigata']",0
"['jan_herzog', 'i', 'believe', 'that', 'peje', 'can', 'already', 'give', 'those', 'pushing', 'not', 'with', 'kilo', 'of', 'viegra', 'and', 'because', 'although', 'it', 'be']",1
"['linyubeh', 'losangeles_ok', 'do', 'so', 'and', 'be', 'left', 'throw', 'up', 'poison', 'marmach']",0
"['i', 'have', 'just', 'see', 'ghoul', 'from', 'netflix', 'and', 'it', 'be', 'basically', 'villa', 'grimaldi', 'you', 'have', 'just', 'capture', 'the', 'leader', 'of', 'the', 'mir', 'but', 'it', 'turn', 'out', 'that']",0
"['if', 'life', 'hit', 'you', 'and', 'throw', 'you', 'to', 'the', 'ground', 'get', 'up', 'get', 'out', 'and', 'say', 'blame', 'like', 'girl']",1
"['laugh', 'deny', 'with', 'his', 'head', 'please', 'you', 'know', 'that', 'this', 'be', 'not', 'the', 'case', 'and', 'in', 'order', 'to', 'reassert', 'his', 'word', 'devote', 'one', 'more', 'caricature']",0
"['woman', 'should', 'not', 'make', 'up', 'they', 'be', 'beautiful', 'with', 'the', 'simple', 'fact', 'that', 'they', 'exist']",0
"['elkike', 'maidenrikku', 'i', 'will', 'be', 'your', 'bakugou', 'have', 'all', 'the', 'bullying', 'you', 'want', 'ninez']",1
"['i', 'be', 'sadden', 'by', 'the', 'murder', 'of', 'lauraluelmo', 'what', 'be', 'heard', 'today', 'that', 'woman', 'should', 'not', 'come', 'out']",0
"['drwhothe', 'doctor', 'i', 'know', 'if', 'you', 'be', 'an', 'elderly', 'person', 'a', 'you', 'seem', 'to', 'indicate', 'you', 'would', 'notice', 'in', 'the', 'voice', 'that', 'you', 'be', 'man']",0
"['i', 'be', 'fight', 'with', 'machito', 'for', 'the', 'phrase', 'death', 'to', 'the', 'male', 'i', 'enter', 'his', 'profile', 'and', 'us', 'the', 'word', 'femininazi', 'i', 'have', 'understood', 'everything']",0
"['when', 'i', 'die', 'bury', 'with', 'my', 'drum', 'under', 'the', 'sand', 'when', 'i', 'die', 'between', 'orange', 'and', 'grass']",1
"['danny', 'so', 'let', 'u', 'go', 'back', 'to', 'the', 'previous', 'tuit', 'and', 'without', 'scold', 'that', 'i', 'fall', 'in', 'love', 'pd', 'woman', 'have', 'to', 'be', 'to', 'pocket', 'so', 'easily']",1
"['cc', 'you', 'be', 'in', 'your', 'day', 'and', 'cough']",0
"['happy', 'monday', 'pretty', 'people', 'we', 'start', 'the', 'week', 'with', 'energy', 'and', 'music', 'the', 'best', 'canalfiesta', 'formula', 'in', 'your', 'day']",0
"['velasco_abimael', 'cirogomezl', 'lopezobrador_', 'and', 'have', 'the', 'local', 'police', 'serve']",0
"['rayutwiter', 'prixline', 'help', 'experta', 'alertasempleo', 'ola', 'tell', 'you', 'that', 'i', 'have', 'be', 'living', 'in', 'dublin', 'for', 'year', 'and', 'in', 'the']",0
"['tioblancohetero', 'i', 'be', 'begin', 'to', 'think', 'that', 'woman', 'should', 'not', 'vote', 'but', 'vote', 'for', 'what', 'their', 'husband', 'their', 'father']",1
"['curiosidadesmetrogas', 'the', 'first', 'woman', 'drive', 'car', 'be', 'bertha', 'benz', 'the', 'wife', 'of', 'karl', 'benz', 'founder', 'of', 'mercedes', 'benz', 'in']",0
"['manonesunidos', 'biologia', 'be', 'call', 'thatlet', 'him', 'know', 'the', 'bubble', 'thisobviously', 'that', 'if', 'you', 'get', 'rap', 'you', 'will', 'get', 'pregnant']",0
"['make', 'jesus', 'the', 'centre', 'of', 'your', 'heart', 'and', 'you', 'will', 'see', 'his', 'fullness', 'in', 'your', 'day']",0
"['the', 'party', 'and', 'the', 'who', 'be', 'go', 'out', 'with', 'my', 'cousin', 'the', 'fat', 'marimacho', 'arco', 'always', 'pull']",0
"['tayro_pan', 'drauxen', 'federondinella', 'dementexkevinvm', 'falen_xd', 'aliklmtsv', 'rodsquare_laje', 'be', 'the', 'one', 'who', 'take', 'the']",0
"['paular', 'faber_accuracy', 'woman', 'must', 'be', 'love', 'that', 'alone', 'you', 'will', 'never', 'understand', 'them']",1
